"FAMSIZE_1979","AGE_IN_DEC_79","BORN_USYES","MOTHER_EDUC","MOTHER_EDUC_MISSING","FATHER_EDUC","FATHER_EDUC_MISSING","RACEBlack","RACEHispanic","RACEMissing","RACENative American","RACEOther","RACEWhite","SEXMALE","URBAN_RURALRURAL","URBAN_RURALURBAN","HOME_LANGUAGEYes","MOTHER_OCCUPATION201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","MOTHER_OCCUPATION260 TO 285: 260-285 SALES WORKERS","MOTHER_OCCUPATION301 TO 395: 301-395 CLERICAL AND KINDRED","MOTHER_OCCUPATION401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED","MOTHER_OCCUPATION601 TO 715: 601-715 OPERATIVES AND KINDRED","MOTHER_OCCUPATION740 TO 785: 740-785 LABORERS, EXCEPT FARM","MOTHER_OCCUPATION901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","MOTHER_OCCUPATION980 TO 984: 980-984 PRIVATE HOUSEHOLD","MOTHER_OCCUPATIONFARM","MOTHER_OCCUPATIONMissing","FATHER_OCCUPATION201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","FATHER_OCCUPATION260 TO 285: 260-285 SALES WORKERS","FATHER_OCCUPATION301 TO 395: 301-395 CLERICAL AND KINDRED","FATHER_OCCUPATION401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED","FATHER_OCCUPATION580 TO 590: 580-590 ARMED FORCES","FATHER_OCCUPATION601 TO 715: 601-715 OPERATIVES AND KINDRED","FATHER_OCCUPATION740 TO 785: 740-785 LABORERS, EXCEPT FARM","FATHER_OCCUPATION801 TO 802: 801-802 FARMERS AND FARM MANAGERS","FATHER_OCCUPATION821 TO 824: 821-824 FARM LABORERS AND FOREMAN","FATHER_OCCUPATION901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","FATHER_OCCUPATIONMissing","FAMILY_INCOME_78","FAMILY_INCOME_78_MISSING","POVSTATUS_78Missing","POVSTATUS_78NOT IN POVERTY","AFQT","Y"
6,17.6666666666667,1,8,0,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9500,0,0,1,9,60400
6,15.6666666666667,1,8,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9500,0,0,1,16,185500
5,21.0833333333333,1,12,0,14,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,4,7250
5,18.6666666666667,1,12,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,28,25850
6,20.6666666666667,1,10.8690857046641,1,14,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17420.7361516035,1,1,0,1,10000
3,18.25,1,10.8690857046641,1,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7500,0,0,1,1,-16500
6,21.75,1,9,0,10.9474264705882,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,6,0
6,19,1,11,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,1,0
3,19.3333333333333,1,11,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,30,246250
4,19.8333333333333,1,12,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,1,125
2,20.1666666666667,1,12,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,60,21187.5
5,19.0833333333333,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22500,0,0,1,49,57930.5
5,16.25,1,12,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22500,0,0,1,37,-8400
2,20.25,1,10,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,1,18,-3800
6,15.3333333333333,1,11,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,10,22250
6,14.75,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,6,204000
1,20.5,1,9,0,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,6,5000
5,19.1666666666667,1,12,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,17,-6000
5,17.4166666666667,1,12,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,43,55000
2,15.8333333333333,0,9,0,16,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,25,50525
4,14.3333333333333,1,12,0,10,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8500,0,0,1,11,-33500
3,18,1,16,0,16,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12500,0,0,1,43,0
5,17.5833333333333,1,11,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6500,0,0,0,10,5000
10,18.25,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,11,121000
10,17.5,1,11,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6500,0,0,0,22,-13250
10,16.5,1,11,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,18,-8150
10,15.6666666666667,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,41,-1675
10,14.75,1,10,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,12,-35000
1,19.75,1,7,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,1,68
3,21.8333333333333,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17420.7361516035,1,1,0,8,-3250
2,21.8333333333333,1,12,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,1,-1250
3,20.8333333333333,1,19,0,19,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,74,3357492.5
4,18.75,1,16,0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,25,-62500
3,21.8333333333333,1,12,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,1,3000
5,15.0833333333333,1,10,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8500,0,0,1,32,260500
6,20.0833333333333,1,8,0,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3500,0,0,0,39,568000
11,19.5833333333333,1,12,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,1,0
9,19.9166666666667,1,9,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17500,0,0,1,8,-2006.5
9,15.0833333333333,1,9,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17500,0,0,1,8,150543
3,16.8333333333333,1,5,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,24,194200
7,19,1,12,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,63,97786
7,15.5833333333333,1,6,0,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,9,-2250
4,21.3333333333333,1,7,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,1,-325
5,15.5,1,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,12,-60837.5
9,14.5833333333333,1,3,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,17,3340
1,19.6666666666667,1,12,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,52,335000
5,16.6666666666667,1,7,0,10.9474264705882,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17500,0,0,1,34,465850
5,16.75,1,9,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12500,0,0,1,12,144600
4,17.3333333333333,1,8,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,0,11,0
4,22,1,10,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,11,710896
7,15.5833333333333,1,12,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,2,70
9,17.1666666666667,1,9,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9500,0,0,0,3,63750
9,16.1666666666667,1,9,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,11,0
4,14.0833333333333,1,12,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,13,42000
4,15.25,1,5,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,23,-5850
8,19.5,1,7,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12500,0,0,1,4,0
8,17.9166666666667,1,7,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12500,0,0,1,7,1300
6,19.3333333333333,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,42,92200
6,18.6666666666667,1,11,0,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,72,1000
6,16.1666666666667,1,10,0,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,49,149000
5,15.6666666666667,1,11,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,13,6000
8,19.75,1,11,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,20,113050
8,18.9166666666667,1,11,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,7,160950
3,18.75,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,5,0
3,19.5,1,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17420.7361516035,1,1,0,1,0
3,18.5,1,6,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,5,-475
5,16.6666666666667,1,7,0,10.9474264705882,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,3,10
4,22,1,9,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5500,0,0,0,59,3500
5,17.75,1,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7500,0,0,0,71,1000
5,15.75,1,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,12,1727
11,16.5,1,6,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,5,0
11,20.75,1,10,0,9,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17420.7361516035,1,1,0,4,-17347.5
11,18.25,1,8,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9500,0,0,0,9,-15650
11,17.5833333333333,1,9,0,12,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,6,109300
9,14.25,1,16,0,16,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9500,0,0,0,29,38187.5
3,16.5833333333333,1,17,0,17,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,44,86975
6,19.9166666666667,1,10,0,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22500,0,0,1,9,71100
8,16.5,1,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6500,0,0,0,7,0
4,18.3333333333333,1,10,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,30,193072.5
4,16.5,1,9,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,28,12000
5,17.1666666666667,1,8,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0,0,0,6,109900
5,21.6666666666667,1,8,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,500,0,0,0,23,11050
3,21.0833333333333,1,12,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,7,25000
6,17.25,1,10,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,11,354000
6,15.4166666666667,1,11,0,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,9,201000
3,17.6666666666667,1,10,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,0,12,54000
3,16.75,1,6,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,19,27900
4,17.5,1,10,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1500,0,0,0,6,5659
4,21.5,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,10,31750
4,15.25,1,12,0,10.9474264705882,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,16,-14350
3,14.5,1,12,0,10.9474264705882,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,1,4,45200
9,15.75,1,7,0,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,4,43900
6,18.5833333333333,1,6,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,18,73500
3,14.5833333333333,1,7,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,5,8500
3,18.25,1,10,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2500,0,0,0,25,59450
6,17,1,8,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,5,69100
6,14.0833333333333,1,7,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,6,0
7,20.6666666666667,1,11,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,1,36250
7,18.25,1,11,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5500,0,0,0,5,47050
7,16.4166666666667,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,15,162800
4,16.5,1,4,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,0,5,1500
4,14.25,1,4,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,0,1,0
13,14.75,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,16,228400
7,14.5,1,10,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,0,1,13100
4,19.75,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,0,1,0
8,17.0833333333333,1,10,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,16,32102.5
8,16.1666666666667,1,8,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,13,-3100
8,15.5,1,8,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,5,38250
6,18.1666666666667,1,11,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,10,-875
6,17.1666666666667,1,11,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,27,374575
4,18.25,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,4,2500
4,20.4166666666667,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,17,21400
3,20.5,1,3,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17420.7361516035,1,1,0,10,71250
6,15.4166666666667,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7500,0,0,0,26,39400
6,21.75,1,10,0,10.9474264705882,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7500,0,0,0,6,37575
5,20.0833333333333,1,10.8690857046641,1,10.9474264705882,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17500,0,0,1,3,35000
7,21.0833333333333,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,1,1750
3,20,1,11,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1250
5,15.3333333333333,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,0,12,25000
4,16.0833333333333,1,9,0,10.9474264705882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,1,0
4,20.1666666666667,1,3,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,1,79250
7,15.0833333333333,1,11,0,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17500,0,0,1,8,130600
6,14.6666666666667,1,12,0,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8500,0,0,0,2,0
6,20.75,1,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17420.7361516035,1,1,0,1,-2892
6,17.1666666666667,1,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,2,19000
6,19.5833333333333,1,10,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,3,-9850
6,14.6666666666667,1,10,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,13,21400
12,17.25,1,12,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22500,0,0,1,19,45600
13,15.3333333333333,1,12,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22500,0,0,1,7,72100
5,18.0833333333333,1,9,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,4,0
6,16.1666666666667,1,7,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17420.7361516035,1,1,0,1,0
